代码,名称,收盘价,涨跌幅,换手率,龙虎榜净买额(万),市场总成交额(万),Ntransac,上榜原因,Oldid,龙虎榜卖出额(万),龙虎榜买入额(万),龙虎榜成交额(万),上榜日,净买额占总成交比,成交额占总成交比,流通市场(亿),上榜后1日,Rchange1do,上榜后2日,Rchange2do,Rchange3dc,Rchange3do,上榜后5日,Rchange5do,上榜后10日,Rchange10do,Rchange15dc,Rchange15do,Rchange20dc,Rchange20do,Rchange30dc,Rchange30do,Rchange1m,Rchange3m,Rchange6m,Rchange1y,SumCount,JGBSumCount,JGSSumCount,JGBMoney,JGSMoney,JGJMMoney,解读
000996,中国中期,18.96,9.9768,14.338,66195,884710,49470000,日涨幅偏离值达到7%的前五只证券,3241811,55745,121940,177685,2019-04-19,7.48,20.08,65,0.211,,,,,,,,,,,,,,,,34.4680851,101.91693289,168.93617026,44.95412979,,,,,,,买一主买，成功率62.88%
001696,宗申动力,9.69,4.0816,13.284,49955,1115520,118380000,日振幅值达到15%的前五只证券,3241816,51734,101689,153423,2019-04-19,4.48,13.75,86,7.2239,,,,,,,,,,,,,,,,61.23128119,107.49464669,133.49397592,68.37799558,,,,,,,买一主买，成功率22.61%
002098,浔兴股份,10.15,-6.3653,9.156,-14927,334690,32780000,日跌幅偏离值达到7%的前五只证券,3241321,30801,15874,46676,2019-04-19,-4.46,13.95,36,-0.4926,,,,,,,,,,,,,,,,-4.60526314,0.49504951,80.6049823,-37.76824028,,,,,,,实力游资卖出，成功率37.96%
002099,海翔药业,9.85,-6.4577,7.549,-16861,1201790,121170000,日跌幅偏离值达到7%的前五只证券,3241320,106495,89634,196129,2019-04-19,-1.40,16.32,158,-4.0609,,,,,,,,,,,,,,,,58.49810458,119.56447388,136.45404878,100.41889831,,,,,,,实力游资卖出，成功率63.43%
002105,信隆健康,5.53,-7.9867,6.646,-8620,135970,24490000,日跌幅偏离值达到7%的前五只证券,3241318,19103,10482,29585,2019-04-19,-6.34,21.76,20,-3.0741,,,,,,,,,,,,,,,,4.14312609,32.6139089,66.06606607,-6.88911441,,,,,,,卖一主卖，成功率41.07%
002166,莱茵生物,11.58,9.9715,6.43,22762,365750,32260000,连续三个交易日内，涨幅偏离值累计达到20%的证券,3241330,34464,57226,91690,2019-04-19,6.22,25.07,53,10.0173,,,,,,,,,,,,,,,,71.06070268,98.77304038,124.57053977,37.63454318,,,,,,,主力做T，成功率50.59%
002210,飞马国际,8.07,9.9455,14.231,39784,1534030,198800000,日涨幅偏离值达到7%的前五只证券,3241314,146428,186212,332640,2019-04-19,2.59,21.68,113,-6.1958,,,,,,,,,,,,,,,,91.23222751,116.9354839,102.76381908,-34.39024604,,,,,,,实力游资买入，成功率35.48%
002388,新亚制程,6.85,-8.7883,10.85,-22414,304190,43360000,日跌幅偏离值达到7%的前五只证券,3241317,37648,15234,52883,2019-04-19,-7.37,17.38,27,-4.3796,,,,,,,,,,,,,,,,14.16666668,40.36885246,52.9017857,-5.8602166,,,,,,,实力游资卖出，成功率24.81%
002418,康盛股份,6.66,10.0826,15.27,1683,970920,153250000,日涨幅偏离值达到7%的前五只证券,3241316,128128,129811,257939,2019-04-19,0.17,26.57,67,1.8018,,,,,,,,,,,,,,,,41.40127387,89.20454541,144.85294119,-23.55334271,,,,,,,实力游资买入，成功率51.98%
002547,春兴精工,12.82,10.0429,49.713,-91844,3906360,325430000,日振幅值达到15%的前五只证券,3241323,296052,204208,500259,2019-04-19,-2.35,12.81,84,9.9844,,,,,,,,,,,,,,,,47.69585252,91.62929747,380.14981271,48.72389957,,,,,,,实力游资买入，成功率47.64%
002547,春兴精工,12.82,10.0429,49.713,-91844,3906360,325430000,日涨幅偏离值达到7%的前五只证券,3241312,296052,204208,500259,2019-04-19,-2.35,12.81,84,9.9844,,,,,,,,,,,,,,,,47.69585252,91.62929747,380.14981271,48.72389957,,,,,,,实力游资买入，成功率47.64%
002547,春兴精工,12.82,10.0429,49.713,-91844,3906360,325430000,日换手率达到20%的前五只证券,3241325,296052,204208,500259,2019-04-19,-2.35,12.81,84,9.9844,,,,,,,,,,,,,,,,47.69585252,91.62929747,380.14981271,48.72389957,,,,,,,实力游资买入，成功率47.64%
002630,华西能源,4.5,10.0244,25.68,37919,1095340,249490000,日涨幅偏离值达到7%的前五只证券,3241315,57306,95225,152531,2019-04-19,3.46,13.93,44,0.2222,,,,,,,,,,,,,,,,19.04761903,37.6146789,47.54098357,-49.18649974,,,,,,,实力游资买入，成功率37.73%
002648,卫星石化,20.86,-0.0958,6.956,57238,1534210,72070000,日振幅值达到15%的前五只证券,3241322,151552,208791,360343,2019-04-19,3.73,23.49,216,-4.1707,,,,,,,,,,,,,,,,43.76292212,101.74081237,121.20890772,49.53405024,,,,,,,1家机构卖出，成功率57.68%
002668,奥马电器,7.81,10,34.147,12617,1676090,223420000,日涨幅偏离值达到7%的前五只证券,3241313,93430,106046,199476,2019-04-19,0.75,11.90,51,1.1524,,,,,,,,,,,,,,,,23.38072668,69.78260865,-33.75742155,-45.98475345,,,,,,,实力游资买入，成功率48.71%
002668,奥马电器,7.81,10,34.147,12617,1676090,223420000,日换手率达到20%的前五只证券,3241327,93430,106046,199476,2019-04-19,0.75,11.90,51,1.1524,,,,,,,,,,,,,,,,23.38072668,69.78260865,-33.75742155,-45.98475345,,,,,,,实力游资买入，成功率48.71%
002694,顾地科技,6.1,-7.2948,9.69,878,301510,48310000,日跌幅偏离值达到7%的前五只证券,3241319,20218,21096,41314,2019-04-19,0.29,13.70,30,-0.6557,,,,,,,,,,,,,,,,17.98839461,40.55299539,40.22988509,-35.03727391,,,,,,,主力做T，成功率36.94%
002783,凯龙股份,21,0.3344,27.96,-87860,1574310,75960000,日振幅值达到15%的前五只证券,3241324,166619,78759,245378,2019-04-19,-5.58,15.59,58,10,,,,,,,,,,,,,,,,128.50924916,192.88702928,240.35656396,94.6639737,,,,,,,实力游资买入，成功率37.87%
002846,英联股份,17.32,0,31.469,15399,291960,16670000,日换手率达到20%的前五只证券,3241329,69490,84890,154380,2019-04-19,5.27,52.88,9,0.9238,,,,,,,,,,,,,,,,41.50326797,59.92613113,70.80867843,14.90751424,,,,,,,主力做T，成功率31.29%
002941,新疆交建,38.16,0.8457,33.643,22961,858740,21870000,日换手率达到20%的前五只证券,3241328,38270,61232,99502,2019-04-19,2.67,11.59,25,-5.1887,,,,,,,,,,,,,,,,2.05937416,20.98922004,431.47632312,431.47632312,,,,,,,实力游资买入，成功率49.93%
002951,金时科技,34.65,6.2884,41.033,-13906,626300,18460000,日换手率达到20%的前五只证券,3241326,79102,65196,144298,2019-04-19,-2.22,23.04,16,2.7128,,,,,,,,,,,,,,,,120.13977128,248.5915493,248.5915493,248.5915493,,,,,,,主力做T，成功率32.64%
200160,东沣B,1.83,7.6471,0.829,-691,5910,3830000,日涨幅偏离值达到7%的前五只证券,3242645,3411,2721,6132,2019-04-19,-11.69,103.76,7,-1.6393,,,,,,,,,,,,,,,,39.69465649,63.39285731,103.33333374,-0.54347934,,,,,,,广东资金买入，成功率31.11%
200413,东旭B,4.39,8.933,2.243,2971,20560,5610000,日涨幅偏离值达到7%的前五只证券,3242644,2959,5931,8890,2019-04-19,14.45,43.24,9,-0.9112,,,,,,,,,,,,,,,,6.55339803,47.31543617,45.847176,0.66755032,,,,,,,广东资金买入，成功率22.49%
300099,精准信息,9.95,-8.0407,25.147,-99976,996150,98500000,日跌幅偏离值达到7%的前五只证券,3241528,138793,38818,177611,2019-04-19,-10.04,17.83,39,-5.3266,,,,,,,,,,,,,,,,76.41843971,122.09821428,157.10594313,64.19142981,,,,,,,卖一主卖，成功率43.60%
300099,精准信息,9.95,-8.0407,25.147,-99976,996150,98500000,日换手率达到20%的前五只证券,3241538,138793,38818,177611,2019-04-19,-10.04,17.83,39,-5.3266,,,,,,,,,,,,,,,,76.41843971,122.09821428,157.10594313,64.19142981,,,,,,,卖一主卖，成功率43.60%
300134,大富科技,17.53,9.9749,6.777,11067,803940,48280000,日涨幅偏离值达到7%的前五只证券,3241524,75613,86680,162293,2019-04-19,1.38,20.19,125,-1.9966,,,,,,,,,,,,,,,,10.73910297,61.26954921,106.9657615,30.82089506,,,,,,,浙江资金买入，成功率24.99%
300176,派生科技,27.81,6.348,16.492,3196,4061910,160890000,连续三个交易日内，涨幅偏离值累计达到20%的证券,3241542,178318,181514,359833,2019-04-19,0.08,8.86,104,-4.1352,,,,,,,,,,,,,,,,-40.29626449,-30.99255653,-12.27129427,-23.57594951,,,,,,,主力做T，成功率54.26%
300194,福安药业,11.02,9.98,25.598,966,1619710,153520000,日涨幅偏离值达到7%的前五只证券,3241521,105599,106565,212164,2019-04-19,0.06,13.10,66,-9.9819,,,,,,,,,,,,,,,,181.12244898,225.07374633,254.34083602,103.64963051,,,,,,,实力游资买入，成功率51.17%
300198,纳川股份,5.13,7.0981,14.087,128327,1570120,337060000,连续三个交易日内，涨幅偏离值累计达到20%的证券,3241546,60409,188736,249145,2019-04-19,8.17,15.87,38,-3.8986,,,,,,,,,,,,,,,,14.50892856,69.86754965,82.56227761,-14.21404342,,,,,,,买一主买，成功率44.41%
300234,开尔新材,11.72,-8.1505,4.771,5448,99440,8180000,日跌幅偏离值达到7%的前五只证券,3241527,15755,21204,36959,2019-04-19,5.48,37.17,20,1.8771,,,,,,,,,,,,,,,,50.06402053,95.65943243,96.64429528,46.86716774,,,,,,,浙江资金卖出，成功率28.52%
300266,兴源环境,6.47,10.034,7.047,21550,630290,103030000,日涨幅偏离值达到7%的前五只证券,3241525,38730,60279,99009,2019-04-19,3.42,15.71,95,3.2457,,,,,,,,,,,,,,,,52.59433963,70.2631579,82.76836159,-51.32208525,,,,,,,浙江资金买入，成功率49.36%
300292,吴通控股,6.17,1.8152,24.496,-108021,1527340,252220000,日振幅值达到15%的前五只证券,3241532,180203,72181,252384,2019-04-19,-7.07,16.52,64,4.0519,,,,,,,,,,,,,,,,35.60439559,46.55581946,107.74410772,25.67059104,,,,,,,实力游资买入，成功率45.16%
300299,富春股份,7.55,-1.948,24.966,-37218,1157730,152640000,日振幅值达到15%的前五只证券,3241531,101642,64424,166065,2019-04-19,-3.21,14.34,46,0.5298,,,,,,,,,,,,,,,,27.31871837,33.62831858,120.11661811,12.68657085,,,,,,,实力游资卖出，成功率35.55%
300299,富春股份,7.55,-1.948,24.966,-37218,1157730,152640000,日换手率达到20%的前五只证券,3241539,101642,64424,166065,2019-04-19,-3.21,14.34,46,0.5298,,,,,,,,,,,,,,,,27.31871837,33.62831858,120.11661811,12.68657085,,,,,,,实力游资卖出，成功率35.55%
300317,珈伟新能,7.7,10,7.633,6643,1122040,159340000,连续三个交易日内，涨幅偏离值累计达到20%的证券,3241545,52748,59391,112139,2019-04-19,0.59,9.99,51,-2.2078,,,,,,,,,,,,,,,,6.94444442,39.24050627,59.75103557,-35.12799288,,,,,,,实力游资买入，成功率46.78%
300325,德威新材,7,10.0629,15.591,10329,1037590,155360000,日涨幅偏离值达到7%的前五只证券,3241523,94835,105163,199998,2019-04-19,1.00,19.28,70,0.1429,,,,,,,,,,,,,,,,53.50877193,85.1851852,188.06584366,24.25926782,,,,,,,实力游资买入，成功率46.13%
300325,德威新材,7,10.0629,15.591,32180,2522700,403820000,连续三个交易日内，涨幅偏离值累计达到20%的证券,3241543,152423,184603,337026,2019-04-19,1.28,13.36,70,0.1429,,,,,,,,,,,,,,,,53.50877193,85.1851852,188.06584366,24.25926782,,,,,,,实力游资买入，成功率39.70%
300409,道氏技术,20.4,6.6388,16.108,-12826,830100,42070000,日振幅值达到15%的前五只证券,3241533,101536,88710,190246,2019-04-19,-1.55,22.92,52,-4.2647,,,,,,,,,,,,,,,,-6.5934066,55.72519085,78.94736841,-29.16553604,,,,,,,主力做T，成功率36.41%
300471,厚普股份,18.46,10.0119,24.383,24699,1156690,66630000,日涨幅偏离值达到7%的前五只证券,3241522,85459,110158,195616,2019-04-19,2.14,16.91,50,-7.4756,,,,,,,,,,,,,,,,79.39747328,203.61842103,261.96078434,120.16173883,,,,,,,实力游资买入，成功率55.77%
300471,厚普股份,18.46,10.0119,24.383,35085,2624090,160480000,连续三个交易日内，涨幅偏离值累计达到20%的证券,3241544,140164,175249,315412,2019-04-19,1.34,12.02,50,-7.4756,,,,,,,,,,,,,,,,79.39747328,203.61842103,261.96078434,120.16173883,,,,,,,主力做T，成功率56.69%
300528,幸福蓝海,10.93,9.9598,20.762,12053,351390,34430000,日振幅值达到15%的前五只证券,3241534,34568,46621,81189,2019-04-19,3.43,23.11,18,-3.9341,,,,,,,,,,,,,,,,16.77350429,22.39641659,29.34911253,-11.03998603,,,,,,,买一主买，成功率32.86%
300573,兴齐眼药,40.27,9.9973,0.871,9571,76360,2080000,连续三个交易日内，涨幅偏离值累计达到20%的证券,3241541,48371,57942,106313,2019-04-19,12.53,139.23,22,10.0074,,,,,,,,,,,,,,,,111.50210082,133.17892298,189.92080638,80.03764196,,,,,,,1家机构买入，成功率45.98%
300598,诚迈科技,34.5,-7.4074,22.522,-81077,374800,10890000,日跌幅偏离值达到7%的前五只证券,3241529,116846,35769,152615,2019-04-19,-21.63,40.72,17,-4.1739,,,,,,,,,,,,,,,,10.36468329,64.12940055,71.64179105,-18.50960688,,,,,,,浙江资金卖出，成功率39.36%
300694,蠡湖股份,26.3,-4.7447,28.456,-6050,405610,15320000,日换手率达到20%的前五只证券,3241536,29505,23455,52960,2019-04-19,-1.49,13.06,14,-3.6502,,,,,,,,,,,,,,,,14.09978308,16.0635481,38.78627968,165.92517695,,,,,,,实力游资卖出，成功率65.44%
300698,万马科技,24.05,-0.7429,48.867,-32326,523740,22210000,日振幅值达到15%的前五只证券,3241530,53613,21287,74900,2019-04-19,-6.17,14.30,11,-3.4927,,,,,,,,,,,,,,,,33.83416804,43.92579299,82.33510242,-17.37994377,,,,,,,实力游资卖出，成功率40.66%
300698,万马科技,24.05,-0.7429,48.867,-32326,523740,22210000,日换手率达到20%的前五只证券,3241535,53613,21287,74900,2019-04-19,-6.17,14.30,11,-3.4927,,,,,,,,,,,,,,,,33.83416804,43.92579299,82.33510242,-17.37994377,,,,,,,实力游资卖出，成功率40.66%
300743,天地数码,59.4,-10,10.996,-41041,110030,1810000,日跌幅偏离值达到7%的前五只证券,3241526,54455,13414,67868,2019-04-19,-37.30,61.68,10,-10,,,,,,,,,,,,,,,,44.49039162,54.60697552,24.76370569,305.77909993,,,,,,,上海资金卖出，成功率46.67%
300766,每日互动,68.5,-2.0169,27.323,-1750,764650,10960000,日换手率达到20%的前五只证券,3241537,63777,62028,125805,2019-04-19,-0.23,16.45,27,1.5474,,,,,,,,,,,,,,,,423.70030581,423.70030581,423.70030581,423.70030581,,,,,,,实力游资卖出，成功率52.34%
300770,新媒股份,52.08,43.9867,0.076,1133,1260,20000,无价格涨跌幅限制的证券,3241540,130,1263,1394,2019-04-19,89.94,110.61,17,10.0038,,,,,,,,,,,,,,,,43.98672933,43.98672933,43.98672933,43.98672933,,,,,,,买一主买，成功率57.62%
600078,澄星股份,5.51,9.98,7.211,15259,365045,69366046,非ST、*ST和S证券连续三个交易日内收盘价格涨幅偏离值累计达到20%的证券,3242788,48452,63711,112164,2019-04-19,4.18,30.73,37,-7.9855,,,,,,,,,,,,,,,,31.19047618,56.53409091,91.3194444,26.45860002,,,,,,,实力游资买入，成功率23.33%
600175,美都能源,3.43,9.9359,2.949,14665,1464254,491886528,非ST、*ST和S证券连续三个交易日内收盘价格涨幅偏离值累计达到20%的证券,3242787,102124,116789,218913,2019-04-19,1.00,14.95,84,9.9125,,,,,,,,,,,,,,,,19.09722223,27.50929367,64.11483251,-18.13842735,,,,,,,实力游资买入，成功率58.92%
600218,全柴动力,22.66,10,34.299,143024,2656302,126480773,有价格涨跌幅限制的日价格振幅达到15%的前三只证券,3242798,144823,287847,432670,2019-04-19,5.38,16.29,84,0.5296,,,,,,,,,,,,,,,,70.63253012,275.16556283,440.81145593,273.50001379,,,,,,,上海资金买入，成功率55.55%
600218,全柴动力,22.66,10,34.299,-214,7087161,338023066,非ST、*ST和S证券连续三个交易日内收盘价格涨幅偏离值累计达到20%的证券,3242789,395180,394966,790147,2019-04-19,0.00,11.15,84,0.5296,,,,,,,,,,,,,,,,70.63253012,275.16556283,440.81145593,273.50001379,,,,,,,买一主买，成功率51.37%
600218,全柴动力,22.66,10,34.299,143024,2656302,126480773,有价格涨跌幅限制的日换手率达到20%的前三只证券,3242802,144823,287847,432670,2019-04-19,5.38,16.29,84,0.5296,,,,,,,,,,,,,,,,70.63253012,275.16556283,440.81145593,273.50001379,,,,,,,上海资金买入，成功率55.55%
600352,浙江龙盛,21.49,-8.9407,12.716,-180947,9144128,413709497,有价格涨跌幅限制的日收盘价格跌幅偏离值达到7%的前三只证券,3242796,669086,488140,1157226,2019-04-19,-1.98,12.66,699,2.2801,,,,,,,,,,,,,,,,87.35832606,127.88971368,159.5410628,98.41945536,,,,,,,卖一主卖，成功率42.64%
600503,华丽家族,5.35,10.0823,11.589,62150,961445,185688757,有价格涨跌幅限制的日收盘价格涨幅偏离值达到7%的前三只证券,3242791,81849,143999,225848,2019-04-19,6.46,23.49,86,7.2897,,,,,,,,,,,,,,,,12.15932915,60.17964072,82.59385675,-0.74211493,,,,,,,实力游资买入，成功率54.07%
600666,奥瑞德,4.99,-9.9278,3.044,-13041,122071,24463100,有价格涨跌幅限制的日收盘价格跌幅偏离值达到7%的前三只证券,3242794,27412,14371,41783,2019-04-19,-10.68,34.23,40,-10.02,,,,,,,,,,,,,,,,27.29591836,58.91719743,76.32508831,-71.32183817,,,,,,,卖一主卖，成功率58.59%
600687,ST刚泰,3.62,-4.9869,3.853,-13968,218247,60008695,ST、*ST和S证券连续三个交易日内收盘价格跌幅偏离值累计达到15%的证券,3242790,28133,14165,42298,2019-04-19,-6.40,19.38,54,-2.7624,,,,,,,,,,,,,,,,-26.42276431,-24.89626564,-13.60381869,-64.56998581,,,,,,,1家机构卖出，成功率38.16%
600773,西藏城投,8.86,10.0621,8.031,40116,514661,59917879,有价格涨跌幅限制的日收盘价格涨幅偏离值达到7%的前三只证券,3242792,58713,98829,157542,2019-04-19,7.79,30.61,66,-3.0474,,,,,,,,,,,,,,,,11.16687578,37.79160187,59.06642728,-6.299207,,,,,,,实力游资买入，成功率48.56%
600775,南京熊猫,17.71,0.8542,24.606,-156930,2794479,165311812,有价格涨跌幅限制的日价格振幅达到15%的前三只证券,3242797,289197,132267,421464,2019-04-19,-5.62,15.08,119,-2.428,,,,,,,,,,,,,,,,46.97095441,139.00134946,296.19686797,140.35639601,,,,,,,实力游资买入，成功率35.91%
600792,云煤能源,5.03,2.2358,7.213,1980,340626,71400065,有价格涨跌幅限制的日价格振幅达到15%的前三只证券,3242799,20846,22826,43672,2019-04-19,0.58,12.82,50,-6.7594,,,,,,,,,,,,,,,,29.30591262,49.70238093,88.38951318,36.68478283,,,,,,,买一主买，成功率23.89%
601001,大同煤业,5.7,10.0386,3.579,55506,323462,59897963,有价格涨跌幅限制的日收盘价格涨幅偏离值达到7%的前三只证券,3242793,38687,94193,132880,2019-04-19,17.16,41.08,95,-2.4561,,,,,,,,,,,,,,,,15.61866122,28.37837841,25.55066071,7.34463293,,,,,,,实力游资买入，成功率65.08%
601949,中国出版,7.7,-9.7304,38.355,-52074,1198652,153805115,有价格涨跌幅限制的日收盘价格跌幅偏离值达到7%的前三只证券,3242795,117182,65108,182290,2019-04-19,-4.34,15.21,31,-5.8442,,,,,,,,,,,,,,,,32.75862067,67.39130445,113.88888884,23.19876264,,,,,,,实力游资卖出，成功率48.46%
601949,中国出版,7.7,-9.7304,38.355,-52074,1198652,153805115,有价格涨跌幅限制的日换手率达到20%的前三只证券,3242801,117182,65108,182290,2019-04-19,-4.34,15.21,31,-5.8442,,,,,,,,,,,,,,,,32.75862067,67.39130445,113.88888884,23.19876264,,,,,,,实力游资卖出，成功率48.46%
603363,傲农生物,26.13,10.021,12.153,-29337,1498550,62728731,非ST、*ST和S证券连续三个交易日内收盘价格涨幅偏离值累计达到20%的证券,3242786,156306,126968,283274,2019-04-19,-1.96,18.90,48,9.9885,,,,,,,,,,,,,,,,91.42857148,213.68547421,205.25700923,22.40131094,,,,,,,2家机构买入，成功率50.35%
603681,永冠新材,34.74,10.0063,40.479,115704,566464,16858817,有价格涨跌幅限制的日换手率达到20%的前三只证券,3242800,24612,140315,164927,2019-04-19,20.43,29.12,14,9.9885,,,,,,,,,,,,,,,,247.4,247.4,247.4,247.4,,,,,,,实力游资买入，成功率40.31%
000159,国际实业,12.54,10,30.259,31217,1770490,145450000,日涨幅偏离值达到7%的前五只证券,3240563,79106,110323,189429,2019-04-18,1.76,10.70,60,9.9681,13.7302,15.63,,,,,,,,,,,,,,89.7125567,191.62790698,239.83739837,193.67681597,,,,,,,主力做T，成功率48.23%
000159,国际实业,12.54,10,30.259,31217,1770490,145450000,日换手率达到20%的前五只证券,3240569,79106,110323,189429,2019-04-18,1.76,10.70,60,9.9681,13.7302,15.63,,,,,,,,,,,,,,89.7125567,191.62790698,239.83739837,193.67681597,,,,,,,主力做T，成功率48.23%
000592,平潭发展,4.93,10.0446,18.543,-26061,1729140,354900000,日涨幅偏离值达到7%的前五只证券,3240564,172597,146536,319133,2019-04-18,-1.51,18.46,94,-8.5193,-6.0924,-10.3448,,,,,,,,,,,,,,25.44529257,59.54692553,135.88516746,15.18691726,,,,,,,实力游资买入，成功率55.46%
000610,西安旅游,16.19,5.6789,24.604,-3802,923280,57890000,日换手率达到20%的前五只证券,3240571,51971,48169,100141,2019-04-18,-0.41,10.85,38,1.4824,3.125,11.6121,,,,,,,,,,,,,,83.3522084,90.69493523,207.79467673,68.1204559,,,,,,,主力做T，成功率39.25%
000723,美锦能源,20.23,6.5298,33.766,88867,7333710,365090000,日换手率达到20%的前五只证券,3240568,565799,654666,1220465,2019-04-18,1.21,16.64,219,-0.9392,1.4485,-8.0573,,,,,,,,,,,,,,230.01631318,360.82004554,499.22615912,292.86283006,,,,,,,主力做T，成功率49.97%
000760,斯太尔,4,2.3018,24.912,-14095,672130,163040000,日换手率达到20%的前五只证券,3240570,41885,27790,69675,2019-04-18,-2.10,10.37,26,-3.5,-0.2618,-8.5,,,,,,,,,,,,,,6.38297871,21.95121954,15.60693641,-3.38164232,,,,,,,实力游资买入，成功率37.07%
000836,富通鑫茂,5.2,9.9366,10.622,74514,648360,128350000,日涨幅偏离值达到7%的前五只证券,3240565,47177,121691,168868,2019-04-18,11.49,26.05,63,10,13.3333,14.8077,,,,,,,,,,,,,,9.70464133,27.45098039,37.93103448,20.05764668,,,,,,,实力游资买入，成功率49.78%
000958,东方能源,10,10.011,24.004,10875,2572410,263870000,日涨幅偏离值达到7%的前五只证券,3240562,252760,263635,516396,2019-04-18,0.42,20.07,110,-4.5,-5.3922,-13.1,,,,,,,,,,,,,,107.46887966,189.85507243,238.98305073,144.55019309,,,,,,,上海资金买入，成功率58.83%
000958,东方能源,10,10.011,24.004,10875,2572410,263870000,日换手率达到20%的前五只证券,3240572,252760,263635,516396,2019-04-18,0.42,20.07,110,-4.5,-5.3922,-13.1,,,,,,,,,,,,,,107.46887966,189.85507243,238.98305073,144.55019309,,,,,,,上海资金买入，成功率58.83%
000966,长源电力,6.2,9.9291,8.876,37547,584340,98370000,日涨幅偏离值达到7%的前五只证券,3240566,71023,108570,179592,2019-04-18,6.43,30.73,69,2.2581,-1.5873,-3.3871,,,,,,,,,,,,,,36.86534215,61.87989564,147.9999999,93.75000003,,,,,,,3家机构买入，成功率49.03%
000990,诚志股份,26.85,-9.9598,9.953,-15942,1104730,38590000,日跌幅偏离值达到7%的前五只证券,3240567,83450,67508,150958,2019-04-18,-1.44,13.66,104,-3.1285,0.8149,-4.432,,,,,,,,,,,,,,43.20000001,120.98765433,122.26821193,86.32280462,,,,,,,西藏自治区资金卖出，成功率57.78%
002057,中钢天源,10.6,9.9585,11.897,-15317,454670,43690000,连续三个交易日内，涨幅偏离值累计达到20%的证券,3240089,112702,97385,210087,2019-04-18,-3.37,46.21,34,10,8.0318,16.0377,,,,,,,,,,,,,,24.85276795,71.79902753,84.02777775,49.27884817,,,,,,,买一主买，成功率43.94%
